kjv,gnt
43012039,43012039
43012040,43012040
43012041,43012041
43012042,43012042
43012043,43012043
43012044,43012044
43012045,43012045
43012046,43012046
43012047,43012047
43012048,43012048
43012049,43012049
43012050,43012050
43013001,43013001
43013002,43013002
43013003,43013003
43013004,43013004
43013005,43013005
43013006,43013006
43013007,43013007
43013008,43013008
43013009,43013009
43013010,43013010
43013011,43013011
43013012,43013012
43013013,43013013
43013014,43013014
43013015,43013015
43013016,43013016
43013017,43013017
43013018,43013018
43013019,43013019
43013020,43013020
43013021,43013021
43013022,43013022
43013023,43013023
43013024,43013024
43013025,43013025
43013026,43013026
43013027,43013027
43013028,43013028
43013029,43013029
43013030,43013030
43013031,43013031
43013032,43013032
43013033,43013033
43013034,43013034
43013035,43013035
43013036,43013036
43013037,43013037
43013038,43013038
43014001,43014001
43014002,43014002
43014003,43014003
43014004,43014004
43014005,43014005
43014006,43014006
43014007,43014007
43014008,43014008
43014009,43014009
43014010,43014010
43014011,43014011
43014012,43014012
43014013,43014013
43014014,43014014
43014015,43014015
43014016,43014016
43014017,43014017
43014018,43014018
43014019,43014019
43014020,43014020
43014021,43014021
43014022,43014022
43014023,43014023
43014024,43014024
43014025,43014025
43014026,43014026
43014027,43014027
43014028,43014028
43014029,43014029
43014030,43014030
43014031,43014031
43015001,43015001
43015002,43015002
43015003,43015003
43015004,43015004
43015005,43015005
43015006,43015006
43015007,43015007
43015008,43015008
43015009,43015009
43015010,43015010
43015011,43015011
43015012,43015012
43015013,43015013
43015014,43015014
43015015,43015015
43015016,43015016
43015017,43015017
43015018,43015018
43015019,43015019
43015020,43015020
43015021,43015021
43015022,43015022
43015023,43015023
43015024,43015024
43015025,43015025
43015026,43015026
43015027,43015027
43016001,43016001
43016002,43016002
43016003,43016003
43016004,43016004
43016005,43016005
43016006,43016006
43016007,43016007
43016008,43016008
43016009,43016009
43016010,43016010
43016011,43016011
43016012,43016012
43016013,43016013
43016014,43016014
43016015,43016015
43016016,43016016
43016017,43016017
43016018,43016018
43016019,43016019
43016020,43016020
43016021,43016021
43016022,43016022
43016023,43016023
43016024,43016024
43016025,43016025
43016026,43016026
43016027,43016027
43016028,43016028
43016029,43016029
43016030,43016030
43016031,43016031
43016032,43016032
43016033,43016033
43017001,43017001
43017002,43017002
43017003,43017003
43017004,43017004
43017005,43017005
43017006,43017006
43017007,43017007
43017008,43017008
43017009,43017009
43017010,43017010
43017011,43017011
43017012,43017012
43017013,43017013
43017014,43017014
43017015,43017015
43017016,43017016
43017017,43017017
43017018,43017018
43017019,43017019
43017020,43017020
43017021,43017021
43017022,43017022
43017023,43017023
43017024,43017024
43017025,43017025
43017026,43017026
43018001,43018001
43018002,43018002
43018003,43018003
43018004,43018004
43018005,43018005
43018006,43018006
43018007,43018007
43018008,43018008
43018009,43018009
43018010,43018010
43018011,43018011
43018012,43018012
43018013,43018013
43018014,43018014
43018015,43018015
43018016,43018016
43018017,43018017
43018018,43018018
43018019,43018019
43018020,43018020
43018021,43018021
43018022,43018022
43018023,43018023
43018024,43018024
43018025,43018025
43018026,43018026
43018027,43018027
43018028,43018028
43018029,43018029
43018030,43018030
43018031,43018031
43018032,43018032
43018033,43018033
43018034,43018034
43018035,43018035
43018036,43018036
43018037,43018037
43018038,43018038
43018039,43018039
43018040,43018040
43019001,43019001
43019002,43019002
43019003,43019003
43019004,43019004
43019005,43019005
43019006,43019006
43019007,43019007
43019008,43019008
43019009,43019009
43019010,43019010
43019011,43019011
43019012,43019012
43019013,43019013
43019014,43019014
43019015,43019015
43019016,43019016
43019017,43019017
43019018,43019018
43019019,43019019
43019020,43019020
43019021,43019021
43019022,43019022
43019023,43019023
43019024,43019024
43019025,43019025
43019026,43019026
43019027,43019027
43019028,43019028
43019029,43019029
43019030,43019030
43019031,43019031
43019032,43019032
43019033,43019033
43019034,43019034
43019035,43019035
43019036,43019036
43019037,43019037
43019038,43019038
43019039,43019039
43019040,43019040
43019041,43019041
43019042,43019042
43020001,43020001
43020002,43020002
43020003,43020003
43020004,43020004
43020005,43020005
43020006,43020006
43020007,43020007
43020008,43020008
43020009,43020009
43020010,43020010
43020011,43020011
43020012,43020012
43020013,43020013
43020014,43020014
43020015,43020015
43020016,43020016
43020017,43020017
43020018,43020018
43020019,43020019
43020020,43020020
43020021,43020021
43020022,43020022
43020023,43020023
43020024,43020024
43020025,43020025
43020026,43020026
43020027,43020027
43020028,43020028
43020029,43020029
43020030,43020030
43020031,43020031
43021001,43021001
43021002,43021002
43021003,43021003
43021004,43021004
43021005,43021005
43021006,43021006
43021007,43021007
43021008,43021008
43021009,43021009
43021010,43021010
43021011,43021011
43021012,43021012
43021013,43021013
43021014,43021014
43021015,43021015
43021016,43021016
43021017,43021017
43021018,43021018
43021019,43021019
43021020,43021020
43021021,43021021
43021022,43021022
43021023,43021023
43021024,43021024
43021025,43021025
44001001,44001001
44001002,44001002
44001003,44001003
44001004,44001004
44001005,44001005
44001006,44001006
44001007,44001007
44001008,44001008
44001009,44001009
44001010,44001010
44001011,44001011
44001012,44001012
44001013,44001013
44001014,44001014
44001015,44001015
44001016,44001016
44001017,44001017
44001018,44001018
44001019,44001019
44001020,44001020
44001021,44001021
44001022,44001022
44001023,44001023
44001024,44001024
44001025,44001025
44001026,44001026
44002001,44002001
44002002,44002002
44002003,44002003
44002004,44002004
44002005,44002005
44002006,44002006
44002007,44002007
44002008,44002008
44002009,44002009
44002010,44002010
44002011,44002011
44002012,44002012
44002013,44002013
44002014,44002014
44002015,44002015
44002016,44002016
44002017,44002017
44002018,44002018
44002019,44002019
44002020,44002020
44002021,44002021
44002022,44002022
44002023,44002023
44002024,44002024
44002025,44002025
44002026,44002026
44002027,44002027
44002028,44002028
44002029,44002029
44002030,44002030
44002031,44002031
44002032,44002032
44002033,44002033
44002034,44002034
44002035,44002035
44002036,44002036
44002037,44002037
44002038,44002038
44002039,44002039
44002040,44002040
44002041,44002041
44002042,44002042
44002043,44002043
44002044,44002044
44002045,44002045
44002046,44002046
44002047,44002047
44003001,44003001
44003002,44003002
44003003,44003003
44003004,44003004
44003005,44003005
44003006,44003006
44003007,44003007
44003008,44003008
44003009,44003009
44003010,44003010
44003011,44003011
44003012,44003012
44003013,44003013
44003014,44003014
44003015,44003015
44003016,44003016
44003017,44003017
44003018,44003018
44003019,44003019
44003020,44003020
44003021,44003021
44003022,44003022
44003023,44003023
44003024,44003024
44003025,44003025
44003026,44003026
44004001,44004001
44004002,44004002
44004003,44004003
44004004,44004004
44004005,44004005
44004006,44004006
44004007,44004007
44004008,44004008
44004009,44004009
44004010,44004010
44004011,44004011
44004012,44004012
44004013,44004013
44004014,44004014
44004015,44004015
44004016,44004016
44004017,44004017
44004018,44004018
44004019,44004019
44004020,44004020
44004021,44004021
44004022,44004022
44004023,44004023
44004024,44004024
44004025,44004025
44004026,44004026
44004027,44004027
44004028,44004028
44004029,44004029
44004030,44004030
44004031,44004031
44004032,44004032
44004033,44004033
44004034,44004034
44004035,44004035
44004036,44004036
44004037,44004037
44005001,44005001
44005002,44005002
44005003,44005003
44005004,44005004
44005005,44005005
44005006,44005006
44005007,44005007
44005008,44005008
44005009,44005009
44005010,44005010
44005011,44005011
44005012,44005012
44005013,44005013
44005014,44005014
44005015,44005015
44005016,44005016
44005017,44005017
44005018,44005018
44005019,44005019
44005020,44005020
44005021,44005021
44005022,44005022
44005023,44005023
44005024,44005024
44005025,44005025
44005026,44005026
44005027,44005027
44005028,44005028
44005029,44005029
44005030,44005030
44005031,44005031
44005032,44005032
44005033,44005033
44005034,44005034
44005035,44005035
44005036,44005036
44005037,44005037
44005038,44005038
44005039,44005039
44005040,44005040
44005041,44005041
44005042,44005042
44006001,44006001
44006002,44006002
44006003,44006003
44006004,44006004
44006005,44006005
44006006,44006006
44006007,44006007
44006008,44006008
44006009,44006009
44006010,44006010
44006011,44006011
44006012,44006012
44006013,44006013
44006014,44006014
44006015,44006015
44007001,44007001
44007002,44007002
44007003,44007003
44007004,44007004
44007005,44007005
44007006,44007006
44007007,44007007
44007008,44007008
44007009,44007009
44007010,44007010
44007011,44007011
44007012,44007012
44007013,44007013
44007014,44007014
44007015,44007015
44007016,44007016
44007017,44007017
44007018,44007018
44007019,44007019
44007020,44007020
44007021,44007021
44007022,44007022
44007023,44007023
44007024,44007024
44007025,44007025
44007026,44007026
44007027,44007027
44007028,44007028
44007029,44007029
44007030,44007030
44007031,44007031
44007032,44007032
44007033,44007033
44007034,44007034
44007035,44007035
44007036,44007036
44007037,44007037
44007038,44007038
44007039,44007039
44007040,44007040
44007041,44007041
44007042,44007042
44007043,44007043
44007044,44007044
44007045,44007045
44007046,44007046
44007047,44007047
44007048,44007048
44007049,44007049
44007050,44007050
44007051,44007051
44007052,44007052
44007053,44007053
44007054,44007054
44007055,44007055
44007056,44007056
44007057,44007057
44007058,44007058
44007059,44007059
44007060,44007060
44008001,44008001
44008002,44008002
44008003,44008003
44008004,44008004
44008005,44008005
44008006,44008006
44008007,44008007
44008008,44008008
44008009,44008009
44008010,44008010
44008011,44008011
44008012,44008012
44008013,44008013
44008014,44008014
44008015,44008015
44008016,44008016
44008017,44008017
44008018,44008018
44008019,44008019
44008020,44008020
44008021,44008021
44008022,44008022
44008023,44008023
44008024,44008024
44008025,44008025
44008026,44008026
44008027,44008027
44008028,44008028
44008029,44008029
44008030,44008030
44008031,44008031
44008032,44008032
44008033,44008033
44008034,44008034
44008035,44008035
44008036,44008036
44008037,44008037
44008038,44008038
44008039,44008039
44008040,44008040
44009001,44009001
44009002,44009002
44009003,44009003
44009004,44009004
44009005,44009005
44009006,44009006
44009007,44009007
44009008,44009008
44009009,44009009
44009010,44009010
44009011,44009011
44009012,44009012
44009013,44009013
44009014,44009014
44009015,44009015
44009016,44009016
44009017,44009017
44009018,44009018
44009019,44009019
44009020,44009020
44009021,44009021
44009022,44009022
44009023,44009023
44009024,44009024
44009025,44009025
44009026,44009026
44009027,44009027
44009028,44009028
44009029,44009029
44009030,44009030
44009031,44009031
44009032,44009032
44009033,44009033
44009034,44009034
44009035,44009035
44009036,44009036
44009037,44009037
44009038,44009038
44009039,44009039
44009040,44009040
44009041,44009041
44009042,44009042
44009043,44009043
44010001,44010001
44010002,44010002
44010003,44010003
44010004,44010004
44010005,44010005
44010006,44010006
44010007,44010007
44010008,44010008
44010009,44010009
44010010,44010010
44010011,44010011
44010012,44010012
44010013,44010013
44010014,44010014
44010015,44010015
44010016,44010016
44010017,44010017
44010018,44010018
44010019,44010019
44010020,44010020
44010021,44010021
44010022,44010022
44010023,44010023
44010024,44010024
44010025,44010025
44010026,44010026
44010027,44010027
44010028,44010028
44010029,44010029
44010030,44010030
44010031,44010031
44010032,44010032
44010033,44010033
44010034,44010034
44010035,44010035
44010036,44010036
44010037,44010037
44010038,44010038
44010039,44010039
44010040,44010040
44010041,44010041
44010042,44010042
44010043,44010043
44010044,44010044
44010045,44010045
44010046,44010046
44010047,44010047
44010048,44010048
44011001,44011001
44011002,44011002
44011003,44011003
44011004,44011004
44011005,44011005
44011006,44011006
44011007,44011007
44011008,44011008
44011009,44011009
44011010,44011010
44011011,44011011
44011012,44011012
44011013,44011013
44011014,44011014
44011015,44011015
44011016,44011016
44011017,44011017
44011018,44011018
44011019,44011019
44011020,44011020
44011021,44011021
44011022,44011022
44011023,44011023
44011024,44011024
44011025,44011025
44011026,44011026
44011027,44011027
44011028,44011028
44011029,44011029
44011030,44011030
44012001,44012001
44012002,44012002
44012003,44012003
44012004,44012004
44012005,44012005
44012006,44012006
44012007,44012007
44012008,44012008
44012009,44012009
44012010,44012010
44012011,44012011
44012012,44012012
44012013,44012013
44012014,44012014
44012015,44012015
44012016,44012016
44012017,44012017
44012018,44012018
44012019,44012019
44012020,44012020
44012021,44012021
44012022,44012022
44012023,44012023
44012024,44012024
44012025,44012025
44013001,44013001
44013002,44013002
44013003,44013003
44013004,44013004
44013005,44013005
44013006,44013006
44013007,44013007
44013008,44013008
44013009,44013009
44013010,44013010
44013011,44013011
44013012,44013012
44013013,44013013
44013014,44013014
44013015,44013015
44013016,44013016
44013017,44013017
44013018,44013018
44013019,44013019
44013020,44013020
44013021,44013021
44013022,44013022
44013023,44013023
44013024,44013024
44013025,44013025
44013026,44013026
44013027,44013027
44013028,44013028
44013029,44013029
44013030,44013030
44013031,44013031
44013032,44013032
44013033,44013033
44013034,44013034
44013035,44013035
44013036,44013036
44013037,44013037
44013038,44013038
44013039,44013039
44013040,44013040
44013041,44013041
44013042,44013042
44013043,44013043
44013044,44013044
44013045,44013045
44013046,44013046
44013047,44013047
44013048,44013048
44013049,44013049
44013050,44013050
44013051,44013051
44013052,44013052
44014001,44014001
44014002,44014002
44014003,44014003
44014004,44014004
44014005,44014005
44014006,44014006
44014007,44014007
44014008,44014008
44014009,44014009
44014010,44014010
44014011,44014011
44014012,44014012
44014013,44014013
44014014,44014014
44014015,44014015
44014016,44014016
44014017,44014017
44014018,44014018
44014019,44014019
44014020,44014020
44014021,44014021
44014022,44014022
44014023,44014023
44014024,44014024
44014025,44014025
44014026,44014026
44014027,44014027
44014028,44014028
44015001,44015001
44015002,44015002
44015003,44015003
44015004,44015004
44015005,44015005
44015006,44015006
44015007,44015007
44015008,44015008
44015009,44015009
44015010,44015010
44015011,44015011
44015012,44015012
44015013,44015013
44015014,44015014
44015015,44015015
44015016,44015016
44015017,44015017
44015018,44015018
44015019,44015019
44015020,44015020
44015021,44015021
44015022,44015022
44015023,44015023
44015024,44015024
44015025,44015025
44015026,44015026
44015027,44015027
44015028,44015028
44015029,44015029
44015030,44015030
44015031,44015031
44015032,44015032
44015033,44015033
44015034,44015034
44015035,44015035
44015036,44015036
44015037,44015037
44015038,44015038
44015039,44015039
44015040,44015040
44015041,44015041
44016001,44016001
44016002,44016002
44016003,44016003
44016004,44016004
44016005,44016005
44016006,44016006
44016007,44016007
44016008,44016008
44016009,44016009
44016010,44016010
44016011,44016011
44016012,44016012
44016013,44016013
44016014,44016014
44016015,44016015
44016016,44016016
44016017,44016017
44016018,44016018
44016019,44016019
44016020,44016020
44016021,44016021
44016022,44016022
44016023,44016023
44016024,44016024
44016025,44016025
44016026,44016026
44016027,44016027
44016028,44016028
44016029,44016029
44016030,44016030
44016031,44016031
44016032,44016032
44016033,44016033
44016034,44016034
44016035,44016035
44016036,44016036
44016037,44016037
44016038,44016038
44016039,44016039
44016040,44016040
44017001,44017001
44017002,44017002
44017003,44017003
44017004,44017004
44017005,44017005
44017006,44017006
44017007,44017007
44017008,44017008
44017009,44017009
44017010,44017010
44017011,44017011
44017012,44017012
44017013,44017013
44017014,44017014
44017015,44017015
44017016,44017016
44017017,44017017
44017018,44017018
44017019,44017019
44017020,44017020
44017021,44017021
44017022,44017022
44017023,44017023
44017024,44017024
44017025,44017025
44017026,44017026
44017027,44017027
44017028,44017028
44017029,44017029
44017030,44017030
44017031,44017031
44017032,44017032
44017033,44017033
44017034,44017034
44018001,44018001
44018002,44018002
44018003,44018003
44018004,44018004
44018005,44018005
44018006,44018006
44018007,44018007
44018008,44018008
44018009,44018009
44018010,44018010
44018011,44018011
44018012,44018012
44018013,44018013
44018014,44018014
44018015,44018015
44018016,44018016
44018017,44018017
44018018,44018018
44018019,44018019
44018020,44018020
44018021,44018021
44018022,44018022
44018023,44018023
44018024,44018024
44018025,44018025
44018026,44018026
44018027,44018027
44018028,44018028
44019001,44019001
44019002,44019002
44019003,44019003
44019004,44019004
44019005,44019005
44019006,44019006
44019007,44019007
44019008,44019008
44019009,44019009
44019010,44019010
44019011,44019011
44019012,44019012
44019013,44019013
44019014,44019014
44019015,44019015
44019016,44019016
44019017,44019017
44019018,44019018
44019019,44019019
44019020,44019020
44019021,44019021
44019022,44019022
44019023,44019023
44019024,44019024
44019025,44019025
44019026,44019026
44019027,44019027
44019028,44019028
44019029,44019029
44019030,44019030
44019031,44019031
44019032,44019032
44019033,44019033
44019034,44019034
44019035,44019035
44019036,44019036
44019037,44019037
44019038,44019038
44019039,44019039
44019040,44019040
44019041,44019041
44020001,44020001
44020002,44020002
44020003,44020003
44020004,44020004
44020005,44020005
44020006,44020006
44020007,44020007
44020008,44020008
44020009,44020009
44020010,44020010
44020011,44020011
44020012,44020012
44020013,44020013
44020014,44020014
44020015,44020015
44020016,44020016
44020017,44020017
44020018,44020018
44020019,44020019
44020020,44020020
44020021,44020021
44020022,44020022
44020023,44020023
44020024,44020024
44020025,44020025
44020026,44020026
44020027,44020027
44020028,44020028
44020029,44020029
44020030,44020030
44020031,44020031
44020032,44020032
44020033,44020033
44020034,44020034
44020035,44020035
44020036,44020036
44020037,44020037
44020038,44020038
44021001,44021001
44021002,44021002
44021003,44021003
44021004,44021004
44021005,44021005
44021006,44021006
44021007,44021007
44021008,44021008
44021009,44021009
44021010,44021010
44021011,44021011
44021012,44021012
44021013,44021013
44021014,44021014
44021015,44021015
44021016,44021016
44021017,44021017
44021018,44021018
44021019,44021019
44021020,44021020
44021021,44021021
44021022,44021022
44021023,44021023
44021024,44021024
44021025,44021025
44021026,44021026
44021027,44021027
44021028,44021028
44021029,44021029
44021030,44021030
44021031,44021031
44021032,44021032
44021033,44021033
44021034,44021034
44021035,44021035
44021036,44021036
44021037,44021037
44021038,44021038
44021039,44021039
44021040,44021040
44022001,44022001
44022002,44022002
44022003,44022003
44022004,44022004
44022005,44022005
44022006,44022006
44022007,44022007
44022008,44022008
44022009,44022009
44022010,44022010
44022011,44022011
44022012,44022012
44022013,44022013
44022014,44022014
44022015,44022015
44022016,44022016
44022017,44022017
44022018,44022018
44022019,44022019
44022020,44022020
44022021,44022021
44022022,44022022
44022023,44022023
44022024,44022024
44022025,44022025
44022026,44022026
44022027,44022027
44022028,44022028
44022029,44022029
44022030,44022030
44023001,44023001
44023002,44023002
44023003,44023003
44023004,44023004
44023005,44023005
44023006,44023006
44023007,44023007
44023008,44023008
44023009,44023009
44023010,44023010
44023011,44023011
44023012,44023012
44023013,44023013
44023014,44023014
44023015,44023015
44023016,44023016
44023017,44023017
44023018,44023018
44023019,44023019
44023020,44023020
44023021,44023021
44023022,44023022
44023023,44023023
44023024,44023024
44023025,44023025
44023026,44023026
44023027,44023027
44023028,44023028
44023029,44023029
44023030,44023030
44023031,44023031
44023032,44023032
44023033,44023033
44023034,44023034
44023035,44023035
44024001,44024001
44024002,44024002
44024003,44024003
44024004,44024004
44024005,44024005
44024006,44024006
44024007,44024007
44024008,44024008
44024009,44024009
44024010,44024010
44024011,44024011
44024012,44024012
44024013,44024013
44024014,44024014
44024015,44024015
44024016,44024016
44024017,44024017
44024018,44024018
44024019,44024019
44024020,44024020
44024021,44024021
44024022,44024022
44024023,44024023
44024024,44024024
44024025,44024025
44024026,44024026
44024027,44024027
44025001,44025001
44025002,44025002
44025003,44025003
44025004,44025004
44025005,44025005
44025006,44025006
44025007,44025007
44025008,44025008
44025009,44025009
44025010,44025010
44025011,44025011
44025012,44025012
44025013,44025013
44025014,44025014
44025015,44025015
44025016,44025016
44025017,44025017
44025018,44025018
44025019,44025019
44025020,44025020
44025021,44025021
44025022,44025022
44025023,44025023
44025024,44025024
44025025,44025025
44025026,44025026
44025027,44025027
44026001,44026001
44026002,44026002
44026003,44026003
44026004,44026004
44026005,44026005
44026006,44026006
44026007,44026007
44026008,44026008
44026009,44026009
44026010,44026010
44026011,44026011
44026012,44026012
44026013,44026013
44026014,44026014
44026015,44026015
44026016,44026016
44026017,44026017
44026018,44026018
44026019,44026019
44026020,44026020
44026021,44026021
44026022,44026022
44026023,44026023
44026024,44026024
44026025,44026025
44026026,44026026
44026027,44026027
44026028,44026028
44026029,44026029
44026030,44026030
44026031,44026031
44026032,44026032
44027001,44027001
44027002,44027002
44027003,44027003
44027004,44027004
44027005,44027005
44027006,44027006
44027007,44027007
44027008,44027008
44027009,44027009
44027010,44027010
44027011,44027011
44027012,44027012
44027013,44027013
44027014,44027014
44027015,44027015
44027016,44027016
44027017,44027017
44027018,44027018
44027019,44027019
44027020,44027020
44027021,44027021
44027022,44027022
44027023,44027023
44027024,44027024
44027025,44027025
44027026,44027026
44027027,44027027
44027028,44027028
44027029,44027029
44027030,44027030
44027031,44027031
44027032,44027032
44027033,44027033
44027034,44027034
44027035,44027035
44027036,44027036
44027037,44027037
44027038,44027038
44027039,44027039
44027040,44027040
44027041,44027041
44027042,44027042
44027043,44027043
44027044,44027044
44028001,44028001
44028002,44028002
44028003,44028003
44028004,44028004
44028005,44028005
44028006,44028006
44028007,44028007
44028008,44028008
44028009,44028009
44028010,44028010
44028011,44028011
44028012,44028012
44028013,44028013
44028014,44028014
44028015,44028015
44028016,44028016
44028017,44028017
44028018,44028018
44028019,44028019
44028020,44028020
44028021,44028021
44028022,44028022
44028023,44028023
44028024,44028024
44028025,44028025
44028026,44028026
44028027,44028027
44028028,44028028
44028029,44028029
44028030,44028030
44028031,44028031
45001001,45001001
45001002,45001002
45001003,45001003
45001004,45001004
45001005,45001005
45001006,45001006
45001007,45001007
45001008,45001008
45001009,45001009
45001010,45001010
45001011,45001011
45001012,45001012
45001013,45001013
45001014,45001014
45001015,45001015
45001016,45001016
45001017,45001017
45001018,45001018
45001019,45001019
45001020,45001020
45001021,45001021
45001022,45001022
45001023,45001023
45001024,45001024
45001025,45001025
45001026,45001026
45001027,45001027
45001028,45001028
45001029,45001029
45001030,45001030
45001031,45001031
45001032,45001032
45002001,45002001
45002002,45002002
45002003,45002003
45002004,45002004
45002005,45002005
45002006,45002006
45002007,45002007
45002008,45002008
45002009,45002009
45002010,45002010
45002011,45002011
45002012,45002012
45002013,45002013
45002014,45002014
45002015,45002015
45002016,45002016
45002017,45002017
45002018,45002018
45002019,45002019
45002020,45002020
45002021,45002021
45002022,45002022
45002023,45002023
45002024,45002024
45002025,45002025
45002026,45002026
45002027,45002027
45002028,45002028
45002029,45002029
45003001,45003001
45003002,45003002
45003003,45003003
45003004,45003004
45003005,45003005
45003006,45003006
45003007,45003007
45003008,45003008
45003009,45003009
45003010,45003010
45003011,45003011
45003012,45003012
45003013,45003013
45003014,45003014
45003015,45003015
45003016,45003016
45003017,45003017
45003018,45003018
45003019,45003019
45003020,45003020
45003021,45003021
45003022,45003022
45003023,45003023
45003024,45003024
45003025,45003025
45003026,45003026
45003027,45003027
45003028,45003028
45003029,45003029
45003030,45003030
45003031,45003031
45004001,45004001
45004002,45004002
45004003,45004003
45004004,45004004
45004005,45004005
45004006,45004006
45004007,45004007
45004008,45004008
45004009,45004009
45004010,45004010
45004011,45004011
45004012,45004012
45004013,45004013
45004014,45004014
45004015,45004015
45004016,45004016
45004017,45004017
45004018,45004018
45004019,45004019
45004020,45004020
45004021,45004021
45004022,45004022
45004023,45004023
45004024,45004024
45004025,45004025
45005001,45005001
45005002,45005002
45005003,45005003
45005004,45005004
45005005,45005005
45005006,45005006
45005007,45005007
45005008,45005008
45005009,45005009
45005010,45005010
45005011,45005011
45005012,45005012
45005013,45005013
45005014,45005014
45005015,45005015
45005016,45005016
45005017,45005017
45005018,45005018
45005019,45005019
45005020,45005020
45005021,45005021
45006001,45006001
45006002,45006002
45006003,45006003
45006004,45006004
45006005,45006005
45006006,45006006
45006007,45006007
45006008,45006008
45006009,45006009
45006010,45006010
45006011,45006011
45006012,45006012
45006013,45006013
45006014,45006014
45006015,45006015
45006016,45006016
45006017,45006017
45006018,45006018
45006019,45006019
45006020,45006020
45006021,45006021
45006022,45006022
45006023,45006023
45007001,45007001
45007002,45007002
45007003,45007003
45007004,45007004
45007005,45007005
45007006,45007006
45007007,45007007
45007008,45007008
45007009,45007009
45007010,45007010
45007011,45007011
45007012,45007012
45007013,45007013
45007014,45007014
45007015,45007015
45007016,45007016
45007017,45007017
45007018,45007018
45007019,45007019
45007020,45007020
45007021,45007021
45007022,45007022
45007023,45007023
45007024,45007024
45007025,45007025
45008001,45008001
45008002,45008002
45008003,45008003
45008004,45008004
45008005,45008005
45008006,45008006
45008007,45008007
45008008,45008008
45008009,45008009
45008010,45008010
45008011,45008011
45008012,45008012
45008013,45008013
45008014,45008014
45008015,45008015
45008016,45008016
45008017,45008017
45008018,45008018
45008019,45008019
45008020,45008020
45008021,45008021
45008022,45008022
45008023,45008023
45008024,45008024
45008025,45008025
45008026,45008026
45008027,45008027
45008028,45008028
45008029,45008029
45008030,45008030
45008031,45008031
45008032,45008032
45008033,45008033
45008034,45008034
45008035,45008035
45008036,45008036
45008037,45008037
45008038,45008038
45008039,45008039
45009001,45009001
45009002,45009002
45009003,45009003
45009004,45009004
45009005,45009005
45009006,45009006
45009007,45009007
45009008,45009008
45009009,45009009
45009010,45009010
45009011,45009011
45009012,45009012
45009013,45009013
45009014,45009014
45009015,45009015
45009016,45009016
45009017,45009017
45009018,45009018
45009019,45009019
45009020,45009020
45009021,45009021
45009022,45009022
45009023,45009023
45009024,45009024
45009025,45009025
45009026,45009026
45009027,45009027
45009028,45009028
45009029,45009029
45009030,45009030
45009031,45009031
45009032,45009032
45009033,45009033
45010001,45010001
45010002,45010002
45010003,45010003
45010004,45010004
45010005,45010005
45010006,45010006
45010007,45010007
45010008,45010008
45010009,45010009
45010010,45010010
45010011,45010011
45010012,45010012
45010013,45010013
45010014,45010014
45010015,45010015
45010016,45010016
45010017,45010017
45010018,45010018
45010019,45010019
45010020,45010020
45010021,45010021
45011001,45011001
45011002,45011002
45011003,45011003
45011004,45011004
45011005,45011005
45011006,45011006
45011007,45011007
45011008,45011008
45011009,45011009
45011010,45011010
45011011,45011011
45011012,45011012
45011013,45011013
45011014,45011014
45011015,45011015
45011016,45011016
45011017,45011017
45011018,45011018
45011019,45011019
45011020,45011020
45011021,45011021
45011022,45011022
45011023,45011023
45011024,45011024
45011025,45011025
45011026,45011026
45011027,45011027
45011028,45011028
45011029,45011029
45011030,45011030
45011031,45011031
45011032,45011032
45011033,45011033
45011034,45011034
45011035,45011035
45011036,45011036
45012001,45012001
45012002,45012002
45012003,45012003
45012004,45012004
45012005,45012005
45012006,45012006
45012007,45012007
45012008,45012008
45012009,45012009
45012010,45012010
45012011,45012011
45012012,45012012
45012013,45012013
45012014,45012014
45012015,45012015
45012016,45012016
45012017,45012017
45012018,45012018
45012019,45012019
45012020,45012020
45012021,45012021
45013001,45013001
45013002,45013002
45013003,45013003
45013004,45013004
45013005,45013005
45013006,45013006
45013007,45013007
45013008,45013008
45013009,45013009
45013010,45013010
45013011,45013011
45013012,45013012
45013013,45013013
45013014,45013014
45014001,45014001
45014002,45014002
45014003,45014003
45014004,45014004
45014005,45014005
45014006,45014006
45014007,45014007
45014008,45014008
45014009,45014009
45014010,45014010
45014011,45014011
45014012,45014012
45014013,45014013
45014014,45014014
45014015,45014015
45014016,45014016
45014017,45014017
45014018,45014018
45014019,45014019
45014020,45014020
45014021,45014021
45014022,45014022
45014023,45014023
45015001,45015001
45015002,45015002
45015003,45015003
45015004,45015004
45015005,45015005
45015006,45015006
45015007,45015007
45015008,45015008
45015009,45015009
45015010,45015010
45015011,45015011
45015012,45015012
45015013,45015013
45015014,45015014
45015015,45015015
45015016,45015016
45015017,45015017
45015018,45015018
45015019,45015019
45015020,45015020
45015021,45015021
45015022,45015022
45015023,45015023
45015024,45015024
45015025,45015025
45015026,45015026
45015027,45015027
45015028,45015028
45015029,45015029
45015030,45015030
45015031,45015031
45015032,45015032
45015033,45015033
45016001,45016001
45016002,45016002
45016003,45016003
45016004,45016004
45016005,45016005
45016006,45016006
45016007,45016007
45016008,45016008
45016009,45016009
45016010,45016010
45016011,45016011
45016012,45016012
45016013,45016013
45016014,45016014
45016015,45016015
45016016,45016016
45016017,45016017
45016018,45016018
45016019,45016019
45016020,45016020
45016021,45016021
45016022,45016022
45016023,45016023
45016024,45016024
45016025,45016025
45016026,45016026
45016027,45016027
46001001,46001001
46001002,46001002
46001003,46001003
46001004,46001004
