"NRSV","Original"
"Tob.6:15","Tob.6:15"
"Tob.6:16","Tob.6:16"
"Tob.6:17","Tob.6:17"
"Tob.6:18","Tob.6:18"
"Tob.7:1","Tob.7:1"
"Tob.7:2","Tob.7:2"
"Tob.7:3","Tob.7:3"
"Tob.7:4","Tob.7:4"
"Tob.7:5","Tob.7:5"
"Tob.7:6","Tob.7:6"
"Tob.7:7","Tob.7:7"
"Tob.7:8","Tob.7:8"
"Tob.7:9","Tob.7:9"
"Tob.7:10","Tob.7:10"
"Tob.7:11","Tob.7:11,12"
"Tob.7:12","Tob.7:13"
"Tob.7:13","Tob.7:14a"
"Tob.7:14","Tob.7:14b"
"Tob.7:15","Tob.7:15"
"Tob.7:16","Tob.7:16,17"
"Tob.8:1","Tob.8:1"
"Tob.8:2","Tob.8:2"
"Tob.8:3","Tob.8:3"
"Tob.8:4","Tob.8:4"
"Tob.8:5","Tob.8:5"
"Tob.8:6","Tob.8:6"
"Tob.8:7","Tob.8:7"
"Tob.8:8","Tob.8:8"
"Tob.8:9","Tob.8:9"
"Tob.8:10","Tob.8:10"
"Tob.8:11","Tob.8:11"
"Tob.8:12","Tob.8:12"
"Tob.8:13","Tob.8:13"
"Tob.8:14","Tob.8:14"
"Tob.8:15","Tob.8:15"
"Tob.8:16","Tob.8:16"
"Tob.8:17","Tob.8:17"
"Tob.8:18","Tob.8:18"
"Tob.8:19","Tob.8:19"
"Tob.8:20","Tob.8:20"
"Tob.8:21","Tob.8:21"
"Tob.9:1","Tob.9:1"
"Tob.9:2","Tob.9:2"
"Tob.9:3","Tob.9:3"
"Tob.9:4","Tob.9:4"
"Tob.9:5","Tob.9:5"
"Tob.9:6","Tob.9:6"
"Tob.10:1","Tob.10:1"
"Tob.10:2","Tob.10:2"
"Tob.10:3","Tob.10:3"
"Tob.10:4","Tob.10:4"
"Tob.10:5","Tob.10:5"
"Tob.10:6","Tob.10:6"
"Tob.10:7","Tob.10:7"
"Tob.10:8","Tob.10:8,9"
"Tob.10:9","Tob.10:10"
"Tob.10:10","Tob.10:11"
"Tob.10:11","Tob.10:12"
"Tob.10:12","Tob.10:13"
"Tob.10:13","Tob.10:14"
"Tob.11:1","Tob.11:1"
"Tob.11:2","Tob.11:2"
"Tob.11:3","Tob.11:3"
"Tob.11:4","Tob.11:4"
"Tob.11:5","Tob.11:5"
"Tob.11:6","Tob.11:6"
"Tob.11:7","Tob.11:7"
"Tob.11:8","Tob.11:8"
"Tob.11:9","Tob.11:9"
"Tob.11:10","Tob.11:10"
"Tob.11:11","Tob.11:11"
"Tob.11:12","Tob.11:12"
"Tob.11:13","Tob.11:13"
"Tob.11:14","Tob.11:14"
"Tob.11:15","Tob.11:15"
"Tob.11:16","Tob.11:16"
"Tob.11:17","Tob.11:17"
"Tob.11:18","Tob.11:18,19"
"Tob.12:1","Tob.12:1"
"Tob.12:2","Tob.12:2"
"Tob.12:3","Tob.12:3"
"Tob.12:4","Tob.12:4"
"Tob.12:5","Tob.12:5"
"Tob.12:6","Tob.12:6"
"Tob.12:7","Tob.12:7"
"Tob.12:8","Tob.12:8"
"Tob.12:9","Tob.12:9"
"Tob.12:10","Tob.12:10"
"Tob.12:11","Tob.12:11"
"Tob.12:12","Tob.12:12"
"Tob.12:13","Tob.12:13"
"Tob.12:14","Tob.12:14"
"Tob.12:15","Tob.12:15"
"Tob.12:16","Tob.12:16"
"Tob.12:17","Tob.12:17"
"Tob.12:18","Tob.12:18"
"Tob.12:19","Tob.12:19"
"Tob.12:20","Tob.12:20"
"Tob.12:21","Tob.12:21"
"Tob.12:22","Tob.12:22"
"Tob.13:1","Tob.13:1"
"Tob.13:2","Tob.13:2"
"Tob.13:3","Tob.13:3"
"Tob.13:4","Tob.13:4"
"Tob.13:5","Tob.13:5"
"Tob.13:6","Tob.13:6,7"
"Tob.13:7","Tob.13:8"
"Tob.13:8","Tob.13:9"
"Tob.13:9","Tob.13:10"
"Tob.13:10","Tob.13:11"
"Tob.13:11","Tob.13:12"
"Tob.13:12","Tob.13:13"
"Tob.13:13","Tob.13:14"
"Tob.13:14","Tob.13:15"
"Tob.13:15","Tob.13:16"
"Tob.13:16","Tob.13:17"
"Tob.13:17","Tob.13:18"
"Tob.14:1","Tob.14:1"
"Tob.14:2","Tob.14:2"
"Tob.14:3","Tob.14:3"
"Tob.14:4","Tob.14:4"
"Tob.14:5","Tob.14:5"
"Tob.14:6","Tob.14:6"
"Tob.14:7","Tob.14:7"
"Tob.14:8","Tob.14:8"
"Tob.14:9","Tob.14:9"
"Tob.14:10","Tob.14:10"
"Tob.14:11","Tob.14:11"
"Tob.14:12","Tob.14:12"
"Tob.14:13","Tob.14:13"
"Tob.14:14","Tob.14:14"
"Tob.14:15","Tob.14:15"
"Judith",":"
"Jdt.1:1","Jdt.1:1"
"Jdt.1:2","Jdt.1:2"
"Jdt.1:3","Jdt.1:3"
"Jdt.1:4","Jdt.1:4"
"Jdt.1:5","Jdt.1:5"
"Jdt.1:6","Jdt.1:6"
"Jdt.1:7","Jdt.1:7"
"Jdt.1:8","Jdt.1:8"
"Jdt.1:9","Jdt.1:9"
"Jdt.1:10","Jdt.1:10"
"Jdt.1:11","Jdt.1:11"
"Jdt.1:12","Jdt.1:12"
"Jdt.1:13","Jdt.1:13"
"Jdt.1:14","Jdt.1:14"
"Jdt.1:15","Jdt.1:15"
"Jdt.1:16","Jdt.1:16"
"Jdt.2:1","Jdt.2:1"
"Jdt.2:2","Jdt.2:2"
"Jdt.2:3","Jdt.2:3"
"Jdt.2:4","Jdt.2:4"
"Jdt.2:5","Jdt.2:5"
"Jdt.2:6","Jdt.2:6"
"Jdt.2:7","Jdt.2:7"
"Jdt.2:8","Jdt.2:8"
"Jdt.2:9","Jdt.2:9"
"Jdt.2:10","Jdt.2:10"
"Jdt.2:11","Jdt.2:11"
"Jdt.2:12","Jdt.2:12"
"Jdt.2:13","Jdt.2:13"
"Jdt.2:14","Jdt.2:14"
"Jdt.2:15","Jdt.2:15"
"Jdt.2:16","Jdt.2:16"
"Jdt.2:17","Jdt.2:17"
"Jdt.2:18","Jdt.2:18"
"Jdt.2:19","Jdt.2:19"
"Jdt.2:20","Jdt.2:20"
"Jdt.2:21","Jdt.2:21"
"Jdt.2:22","Jdt.2:22"
"Jdt.2:23","Jdt.2:23"
"Jdt.2:24","Jdt.2:24"
"Jdt.2:25","Jdt.2:25"
"Jdt.2:26","Jdt.2:26"
"Jdt.2:27","Jdt.2:27"
"Jdt.2:28","Jdt.2:28"
"Jdt.3:1","Jdt.3:1"
"Jdt.3:2","Jdt.3:2"
"Jdt.3:3","Jdt.3:3"
"Jdt.3:4","Jdt.3:4"
"Jdt.3:5","Jdt.3:5"
"Jdt.3:6","Jdt.3:6"
"Jdt.3:7","Jdt.3:7"
"Jdt.3:8","Jdt.3:8"
"Jdt.3:9","Jdt.3:9"
"Jdt.3:10","Jdt.3:10"
"Jdt.4:1","Jdt.4:1"
"Jdt.4:2","Jdt.4:2"
"Jdt.4:3","Jdt.4:3"
"Jdt.4:4","Jdt.4:4"
"Jdt.4:5","Jdt.4:5"
"Jdt.4:6","Jdt.4:6"
"Jdt.4:7","Jdt.4:7"
"Jdt.4:8","Jdt.4:8"
"Jdt.4:9","Jdt.4:9"
"Jdt.4:10","Jdt.4:10"
"Jdt.4:11","Jdt.4:11"
"Jdt.4:12","Jdt.4:12"
"Jdt.4:13","Jdt.4:13"
"Jdt.4:14","Jdt.4:14"
"Jdt.4:15","Jdt.4:15"
"Jdt.5:1","Jdt.5:1"
"Jdt.5:2","Jdt.5:2"
"Jdt.5:3","Jdt.5:3"
"Jdt.5:4","Jdt.5:4"
"Jdt.5:5","Jdt.5:5"
"Jdt.5:6","Jdt.5:6"
"Jdt.5:7","Jdt.5:7"
"Jdt.5:8","Jdt.5:8"
"Jdt.5:9","Jdt.5:9"
"Jdt.5:10","Jdt.5:10"
"Jdt.5:11","Jdt.5:11"
"Jdt.5:12","Jdt.5:12"
"Jdt.5:13","Jdt.5:13"
"Jdt.5:14","Jdt.5:14"
"Jdt.5:15","Jdt.5:15"
"Jdt.5:16","Jdt.5:16"
"Jdt.5:17","Jdt.5:17"
"Jdt.5:18","Jdt.5:18"
"Jdt.5:19","Jdt.5:19"
"Jdt.5:20","Jdt.5:20"
"Jdt.5:21","Jdt.5:21"
"Jdt.5:22","Jdt.5:22"
"Jdt.5:23","Jdt.5:23"
"Jdt.5:24","Jdt.5:24"
"Jdt.6:1","Jdt.6:1"
"Jdt.6:2","Jdt.6:2"
"Jdt.6:3","Jdt.6:3"
"Jdt.6:4","Jdt.6:4"
"Jdt.6:5","Jdt.6:5"
"Jdt.6:6","Jdt.6:6"
"Jdt.6:7","Jdt.6:7"
"Jdt.6:8","Jdt.6:8"
"Jdt.6:9","Jdt.6:9"
"Jdt.6:10","Jdt.6:10"
"Jdt.6:11","Jdt.6:11"
"Jdt.6:12","Jdt.6:12"
"Jdt.6:13","Jdt.6:13"
"Jdt.6:14","Jdt.6:14"
"Jdt.6:15","Jdt.6:15"
"Jdt.6:16","Jdt.6:16"
"Jdt.6:17","Jdt.6:17"
"Jdt.6:18","Jdt.6:18"
"Jdt.6:19","Jdt.6:19"
"Jdt.6:20","Jdt.6:20"
"Jdt.6:21","Jdt.6:21"
"Jdt.7:1","Jdt.7:1"
"Jdt.7:2","Jdt.7:2"
"Jdt.7:3","Jdt.7:3"
"Jdt.7:4","Jdt.7:4"
"Jdt.7:5","Jdt.7:5"
"Jdt.7:6","Jdt.7:6"
"Jdt.7:7","Jdt.7:7"
"Jdt.7:8","Jdt.7:8"
"Jdt.7:9","Jdt.7:9"
"Jdt.7:10","Jdt.7:10"
"Jdt.7:11","Jdt.7:11"
"Jdt.7:12","Jdt.7:12"
"Jdt.7:13","Jdt.7:13"
"Jdt.7:14","Jdt.7:14"
"Jdt.7:15","Jdt.7:15"
"Jdt.7:16","Jdt.7:16"
"Jdt.7:17","Jdt.7:17"
"Jdt.7:18","Jdt.7:18"
"Jdt.7:19","Jdt.7:19"
"Jdt.7:20","Jdt.7:20"
"Jdt.7:21","Jdt.7:21"
"Jdt.7:22","Jdt.7:22"
"Jdt.7:23","Jdt.7:23"
"Jdt.7:24","Jdt.7:24"
"Jdt.7:25","Jdt.7:25"
"Jdt.7:26","Jdt.7:26"
"Jdt.7:27","Jdt.7:27"
"Jdt.7:28","Jdt.7:28"
"Jdt.7:29","Jdt.7:29"
"Jdt.7:30","Jdt.7:30"
"Jdt.7:31","Jdt.7:31"
"Jdt.7:32","Jdt.7:32"
"Jdt.8:1","Jdt.8:1"
"Jdt.8:2","Jdt.8:2"
"Jdt.8:3","Jdt.8:3"
"Jdt.8:4","Jdt.8:4"
"Jdt.8:5","Jdt.8:5"
"Jdt.8:6","Jdt.8:6"
"Jdt.8:7","Jdt.8:7"
"Jdt.8:8","Jdt.8:8"
"Jdt.8:9","Jdt.8:9"
"Jdt.8:10","Jdt.8:10"
"Jdt.8:11","Jdt.8:11"
"Jdt.8:12","Jdt.8:12"
"Jdt.8:13","Jdt.8:13"
"Jdt.8:14","Jdt.8:14"
"Jdt.8:15","Jdt.8:15"
"Jdt.8:16","Jdt.8:16"
"Jdt.8:17","Jdt.8:17"
"Jdt.8:18","Jdt.8:18"
"Jdt.8:19","Jdt.8:19"
"Jdt.8:20","Jdt.8:20"
"Jdt.8:21","Jdt.8:21"
"Jdt.8:22","Jdt.8:22"
"Jdt.8:23","Jdt.8:23"
"Jdt.8:24","Jdt.8:24"
"Jdt.8:25","Jdt.8:25"
"Jdt.8:26","Jdt.8:26"
"Jdt.8:27","Jdt.8:27"
"Jdt.8:28","Jdt.8:28"
"Jdt.8:29","Jdt.8:29"
"Jdt.8:30","Jdt.8:30"
"Jdt.8:31","Jdt.8:31"
"Jdt.8:32","Jdt.8:32"
"Jdt.8:33","Jdt.8:33"
"Jdt.8:34","Jdt.8:34"
"Jdt.8:35","Jdt.8:35"
"Jdt.8:36","Jdt.8:36"
"Jdt.9:1","Jdt.9:1"
"Jdt.9:2","Jdt.9:2"
"Jdt.9:3","Jdt.9:3"
"Jdt.9:4","Jdt.9:4"
"Jdt.9:5","Jdt.9:5"
"Jdt.9:6","Jdt.9:6"
"Jdt.9:7","Jdt.9:7"
"Jdt.9:8","Jdt.9:8"
"Jdt.9:9","Jdt.9:9"
"Jdt.9:10","Jdt.9:10"
"Jdt.9:11","Jdt.9:11"
"Jdt.9:12","Jdt.9:12"
"Jdt.9:13","Jdt.9:13"
"Jdt.9:14","Jdt.9:14"
"Jdt.10:1","Jdt.10:1"
"Jdt.10:2","Jdt.10:2"
"Jdt.10:3","Jdt.10:3"
"Jdt.10:4","Jdt.10:4"
"Jdt.10:5","Jdt.10:5"
"Jdt.10:6","Jdt.10:6"
"Jdt.10:7","Jdt.10:7"
"Jdt.10:8","Jdt.10:8"
"Jdt.10:9","Jdt.10:9"
"Jdt.10:10","Jdt.10:10"
"Jdt.10:11","Jdt.10:11"
"Jdt.10:12","Jdt.10:12"
"Jdt.10:13","Jdt.10:13"
"Jdt.10:14","Jdt.10:14"
"Jdt.10:15","Jdt.10:15"
"Jdt.10:16","Jdt.10:16"
"Jdt.10:17","Jdt.10:17"
"Jdt.10:18","Jdt.10:18"
"Jdt.10:19","Jdt.10:19"
"Jdt.10:20","Jdt.10:20"
"Jdt.10:21","Jdt.10:21"
"Jdt.10:22","Jdt.10:22"
"Jdt.10:23","Jdt.10:23"
"Jdt.11:1","Jdt.11:1"
"Jdt.11:2","Jdt.11:2"
"Jdt.11:3","Jdt.11:3"
"Jdt.11:4","Jdt.11:4"
"Jdt.11:5","Jdt.11:5"
"Jdt.11:6","Jdt.11:6"
"Jdt.11:7","Jdt.11:7"
"Jdt.11:8","Jdt.11:8"
"Jdt.11:9","Jdt.11:9"
"Jdt.11:10","Jdt.11:10"
"Jdt.11:11","Jdt.11:11"
"Jdt.11:12","Jdt.11:12"
"Jdt.11:13","Jdt.11:13"
"Jdt.11:14","Jdt.11:14"
"Jdt.11:15","Jdt.11:15"
"Jdt.11:16","Jdt.11:16"
"Jdt.11:17","Jdt.11:17"
"Jdt.11:18","Jdt.11:18"
"Jdt.11:19","Jdt.11:19"
"Jdt.11:20","Jdt.11:20"
"Jdt.11:21","Jdt.11:21"
"Jdt.11:22","Jdt.11:22"
"Jdt.11:23","Jdt.11:23"
"Jdt.12:1","Jdt.12:1"
"Jdt.12:2","Jdt.12:2"
"Jdt.12:3","Jdt.12:3"
"Jdt.12:4","Jdt.12:4"
"Jdt.12:5","Jdt.12:5"
"Jdt.12:6","Jdt.12:6"
"Jdt.12:7","Jdt.12:7"
"Jdt.12:8","Jdt.12:8"
"Jdt.12:9","Jdt.12:9"
"Jdt.12:10","Jdt.12:10"
"Jdt.12:11","Jdt.12:11"
"Jdt.12:12","Jdt.12:12"
"Jdt.12:13","Jdt.12:13"
"Jdt.12:14","Jdt.12:14"
"Jdt.12:15","Jdt.12:15"
"Jdt.12:16","Jdt.12:16"
"Jdt.12:17","Jdt.12:17"
"Jdt.12:18","Jdt.12:18"
"Jdt.12:19","Jdt.12:19"
"Jdt.12:20","Jdt.12:20"
"Jdt.13:1","Jdt.13:1"
"Jdt.13:2","Jdt.13:2"
"Jdt.13:3","Jdt.13:3"
"Jdt.13:4","Jdt.13:4"
"Jdt.13:5","Jdt.13:5"
"Jdt.13:6","Jdt.13:6"
"Jdt.13:7","Jdt.13:7"
"Jdt.13:8","Jdt.13:8"
"Jdt.13:9","Jdt.13:9"
"Jdt.13:10","Jdt.13:10"
"Jdt.13:11","Jdt.13:11"
"Jdt.13:12","Jdt.13:12"
"Jdt.13:13","Jdt.13:13"
"Jdt.13:14","Jdt.13:14"
"Jdt.13:15","Jdt.13:15"
"Jdt.13:16","Jdt.13:16"
"Jdt.13:17","Jdt.13:17"
"Jdt.13:18","Jdt.13:18"
"Jdt.13:19","Jdt.13:19"
"Jdt.13:20","Jdt.13:20"
"Jdt.14:1","Jdt.14:1"
"Jdt.14:2","Jdt.14:2"
"Jdt.14:3","Jdt.14:3"
"Jdt.14:4","Jdt.14:4"
"Jdt.14:5","Jdt.14:5"
"Jdt.14:6","Jdt.14:6"
"Jdt.14:7","Jdt.14:7"
"Jdt.14:8","Jdt.14:8"
"Jdt.14:9","Jdt.14:9"
"Jdt.14:10","Jdt.14:10"
"Jdt.14:11","Jdt.14:11"
"Jdt.14:12","Jdt.14:12"
"Jdt.14:13","Jdt.14:13"
"Jdt.14:14","Jdt.14:14"
"Jdt.14:15","Jdt.14:15"
"Jdt.14:16","Jdt.14:16"
"Jdt.14:17","Jdt.14:17"
"Jdt.14:18","Jdt.14:18"
"Jdt.14:19","Jdt.14:19"
"Jdt.15:1","Jdt.15:1"
"Jdt.15:2","Jdt.15:2"
"Jdt.15:3","Jdt.15:3"
"Jdt.15:4","Jdt.15:4"
"Jdt.15:5","Jdt.15:5"
"Jdt.15:6","Jdt.15:6"
"Jdt.15:7","Jdt.15:7"
"Jdt.15:8","Jdt.15:8"
"Jdt.15:9","Jdt.15:9"
"Jdt.15:10","Jdt.15:10"
"Jdt.15:11","Jdt.15:11"
"Jdt.15:12","Jdt.15:12"
"Jdt.15:13","Jdt.15:13"
"Jdt.15:14","Jdt.15:14"
"Jdt.16:1","Jdt.16:1"
"Jdt.16:2","Jdt.16:2"
"Jdt.16:3","Jdt.16:3"
"Jdt.16:4","Jdt.16:4"
"Jdt.16:5","Jdt.16:5"
"Jdt.16:6","Jdt.16:6"
"Jdt.16:7","Jdt.16:7"
"Jdt.16:8","Jdt.16:8"
"Jdt.16:9","Jdt.16:9"
"Jdt.16:10","Jdt.16:10"
"Jdt.16:11","Jdt.16:11"
"Jdt.16:12","Jdt.16:12"
"Jdt.16:13","Jdt.16:13"
"Jdt.16:14","Jdt.16:14"
"Jdt.16:15","Jdt.16:15"
"Jdt.16:16","Jdt.16:16"
"Jdt.16:17","Jdt.16:17"
"Jdt.16:18","Jdt.16:18"
"Jdt.16:19","Jdt.16:19"
"Jdt.16:20","Jdt.16:20"
"Jdt.16:21","Jdt.16:21"
"Jdt.16:22","Jdt.16:22"
"Jdt.16:23","Jdt.16:23"
"Jdt.16:24","Jdt.16:24"
"Jdt.16:25","Jdt.16:25"
"Esther in Greek",":"
"Esg.1:1","Esg.1:1"
"Esg.1:2","Esg.1:2"
"Esg.1:3","Esg.1:3"
"Esg.1:4","Esg.1:4"
"Esg.1:5","Esg.1:5"
"Esg.1:6","Esg.1:6"
"Esg.1:7","Esg.1:7"
"Esg.1:8","Esg.1:8"
"Esg.1:9","Esg.1:9"
"Esg.1:10","Esg.1:10"
"Esg.1:11","Esg.1:11"
"Esg.1:12","Esg.1:12"
"Esg.1:13","Esg.1:13"
"Esg.1:14","Esg.1:14"
"Esg.1:15","Esg.1:15"
"Esg.1:16","Esg.1:16"
"Esg.1:17","Esg.1:17"
"Esg.1:18","Esg.1:18"
"Esg.1:19","Esg.1:19"
"Esg.1:20","Esg.1:20"
"Esg.1:21","Esg.1:21"
"Esg.1:22","Esg.1:22"
"Esg.2:1","Esg.2:1"
"Esg.2:2","Esg.2:2"
"Esg.2:3","Esg.2:3"
"Esg.2:4","Esg.2:4"
"Esg.2:5","Esg.2:5"
"Esg.2:6","Esg.2:6"
"Esg.2:7","Esg.2:7"
"Esg.2:8","Esg.2:8"
"Esg.2:9","Esg.2:9"
"Esg.2:10","Esg.2:10"
"Esg.2:11","Esg.2:11"
"Esg.2:12","Esg.2:12"
"Esg.2:13","Esg.2:13"
"Esg.2:14","Esg.2:14"
"Esg.2:15","Esg.2:15"
"Esg.2:16","Esg.2:16"
"Esg.2:17","Esg.2:17"
"Esg.2:18","Esg.2:18"
"Esg.2:19","Esg.2:19"
"Esg.2:20","Esg.2:20"
"Esg.2:21","Esg.2:21"
"Esg.2:22","Esg.2:22"
"Esg.2:23","Esg.2:23"
"Esg.3:1","Esg.3:1"
"Esg.3:2","Esg.3:2"
"Esg.3:3","Esg.3:3"
"Esg.3:4","Esg.3:4"
"Esg.3:5","Esg.3:5"
"Esg.3:6","Esg.3:6"
"Esg.3:7","Esg.3:7"
"Esg.3:8","Esg.3:8"
"Esg.3:9","Esg.3:9"
"Esg.3:10","Esg.3:10"
"Esg.3:11","Esg.3:11"
"Esg.3:12","Esg.3:12"
"Esg.3:13","Esg.3:13"
"Esg.3:14","Esg.3:14"
"Esg.3:15","Esg.3:15"
"Esg.4:1","Esg.4:1"
"Esg.4:2","Esg.4:2"
"Esg.4:3","Esg.4:3"
"Esg.4:4","Esg.4:4"
"Esg.4:5","Esg.4:5"
"Esg.4:6","Esg.4:6"
"Esg.4:7","Esg.4:7"
"Esg.4:8","Esg.4:8"
"Esg.4:9","Esg.4:9"
"Esg.4:10","Esg.4:10"
"Esg.4:11","Esg.4:11"
"Esg.4:12","Esg.4:12"
"Esg.4:13","Esg.4:13"
"Esg.4:14","Esg.4:14"
"Esg.4:15","Esg.4:15"
"Esg.4:16","Esg.4:16"
"Esg.4:17","Esg.4:17"
"Esg.5:1","Esg.5:1"
"Esg.5:2","Esg.5:2"
"Esg.5:3","Esg.5:3"
"Esg.5:4","Esg.5:4"
"Esg.5:5","Esg.5:5"
"Esg.5:6","Esg.5:6"
"Esg.5:7","Esg.5:7"
"Esg.5:8","Esg.5:8"
"Esg.5:9","Esg.5:9"
"Esg.5:10","Esg.5:10"
"Esg.5:11","Esg.5:11"
"Esg.5:12","Esg.5:12"
"Esg.5:13","Esg.5:13"
"Esg.5:14","Esg.5:14"
"Esg.6:1","Esg.6:1"
"Esg.6:2","Esg.6:2"
"Esg.6:3","Esg.6:3"
"Esg.6:4","Esg.6:4"
"Esg.6:5","Esg.6:5"
"Esg.6:6","Esg.6:6"
"Esg.6:7","Esg.6:7"
"Esg.6:8","Esg.6:8"
"Esg.6:9","Esg.6:9"
"Esg.6:10","Esg.6:10"
"Esg.6:11","Esg.6:11"
"Esg.6:12","Esg.6:12"
"Esg.6:13","Esg.6:13"
"Esg.6:14","Esg.6:14"
"Esg.7:1","Esg.7:1"
"Esg.7:2","Esg.7:2"
"Esg.7:3","Esg.7:3"
"Esg.7:4","Esg.7:4"
"Esg.7:5","Esg.7:5"
"Esg.7:6","Esg.7:6"
"Esg.7:7","Esg.7:7"
"Esg.7:8","Esg.7:8"
"Esg.7:9","Esg.7:9"
"Esg.7:10","Esg.7:10"
"Esg.8:1","Esg.8:1"
"Esg.8:2","Esg.8:2"
"Esg.8:3","Esg.8:3"
"Esg.8:4","Esg.8:4"
"Esg.8:5","Esg.8:5"
"Esg.8:6","Esg.8:6"
"Esg.8:7","Esg.8:7"
"Esg.8:8","Esg.8:8"
"Esg.8:9","Esg.8:9"
"Esg.8:10","Esg.8:10"
"Esg.8:11","Esg.8:11"
"Esg.8:12","Esg.8:12"
"Esg.8:13","Esg.8:13"
"Esg.8:14","Esg.8:14"
"Esg.8:15","Esg.8:15"
"Esg.8:16","Esg.8:16"
"Esg.8:17","Esg.8:17"
"Esg.9:1","Esg.9:1"
"Esg.9:2","Esg.9:2"
"Esg.9:3","Esg.9:3"
"Esg.9:4","Esg.9:4"
"Esg.9:5","Esg.9:5"
"Esg.9:6","Esg.9:6"
"Esg.9:7","Esg.9:7"
"Esg.9:8","Esg.9:8"
"Esg.9:9","Esg.9:9"
"Esg.9:10","Esg.9:10"
"Esg.9:11","Esg.9:11"
"Esg.9:12","Esg.9:12"
"Esg.9:13","Esg.9:13"
"Esg.9:14","Esg.9:14"
"Esg.9:15","Esg.9:15"
"Esg.9:16","Esg.9:16"
"Esg.9:17","Esg.9:17"
"Esg.9:18","Esg.9:18"
"Esg.9:19","Esg.9:19"
"Esg.9:20","Esg.9:20"
"Esg.9:21","Esg.9:21"
"Esg.9:22","Esg.9:22"
