"NRSV","Original"
"Mat.23:3","Mat.23:3"
"Mat.23:4","Mat.23:4"
"Mat.23:5","Mat.23:5"
"Mat.23:6","Mat.23:6"
"Mat.23:7","Mat.23:7"
"Mat.23:8","Mat.23:8"
"Mat.23:9","Mat.23:9"
"Mat.23:10","Mat.23:10"
"Mat.23:11","Mat.23:11"
"Mat.23:12","Mat.23:12"
"Mat.23:13","Mat.23:13"
"Mat.23:14","Mat.23:14"
"Mat.23:15","Mat.23:15"
"Mat.23:16","Mat.23:16"
"Mat.23:17","Mat.23:17"
"Mat.23:18","Mat.23:18"
"Mat.23:19","Mat.23:19"
"Mat.23:20","Mat.23:20"
"Mat.23:21","Mat.23:21"
"Mat.23:22","Mat.23:22"
"Mat.23:23","Mat.23:23"
"Mat.23:24","Mat.23:24"
"Mat.23:25","Mat.23:25"
"Mat.23:26","Mat.23:26"
"Mat.23:27","Mat.23:27"
"Mat.23:28","Mat.23:28"
"Mat.23:29","Mat.23:29"
"Mat.23:30","Mat.23:30"
"Mat.23:31","Mat.23:31"
"Mat.23:32","Mat.23:32"
"Mat.23:33","Mat.23:33"
"Mat.23:34","Mat.23:34"
"Mat.23:35","Mat.23:35"
"Mat.23:36","Mat.23:36"
"Mat.23:37","Mat.23:37"
"Mat.23:38","Mat.23:38"
"Mat.23:39","Mat.23:39"
"Mat.24:1","Mat.24:1"
"Mat.24:2","Mat.24:2"
"Mat.24:3","Mat.24:3"
"Mat.24:4","Mat.24:4"
"Mat.24:5","Mat.24:5"
"Mat.24:6","Mat.24:6"
"Mat.24:7","Mat.24:7"
"Mat.24:8","Mat.24:8"
"Mat.24:9","Mat.24:9"
"Mat.24:10","Mat.24:10"
"Mat.24:11","Mat.24:11"
"Mat.24:12","Mat.24:12"
"Mat.24:13","Mat.24:13"
"Mat.24:14","Mat.24:14"
"Mat.24:15","Mat.24:15"
"Mat.24:16","Mat.24:16"
"Mat.24:17","Mat.24:17"
"Mat.24:18","Mat.24:18"
"Mat.24:19","Mat.24:19"
"Mat.24:20","Mat.24:20"
"Mat.24:21","Mat.24:21"
"Mat.24:22","Mat.24:22"
"Mat.24:23","Mat.24:23"
"Mat.24:24","Mat.24:24"
"Mat.24:25","Mat.24:25"
"Mat.24:26","Mat.24:26"
"Mat.24:27","Mat.24:27"
"Mat.24:28","Mat.24:28"
"Mat.24:29","Mat.24:29"
"Mat.24:30","Mat.24:30"
"Mat.24:31","Mat.24:31"
"Mat.24:32","Mat.24:32"
"Mat.24:33","Mat.24:33"
"Mat.24:34","Mat.24:34"
"Mat.24:35","Mat.24:35"
"Mat.24:36","Mat.24:36"
"Mat.24:37","Mat.24:37"
"Mat.24:38","Mat.24:38"
"Mat.24:39","Mat.24:39"
"Mat.24:40","Mat.24:40"
"Mat.24:41","Mat.24:41"
"Mat.24:42","Mat.24:42"
"Mat.24:43","Mat.24:43"
"Mat.24:44","Mat.24:44"
"Mat.24:45","Mat.24:45"
"Mat.24:46","Mat.24:46"
"Mat.24:47","Mat.24:47"
"Mat.24:48","Mat.24:48"
"Mat.24:49","Mat.24:49"
"Mat.24:50","Mat.24:50"
"Mat.24:51","Mat.24:51"
"Mat.25:1","Mat.25:1"
"Mat.25:2","Mat.25:2"
"Mat.25:3","Mat.25:3"
"Mat.25:4","Mat.25:4"
"Mat.25:5","Mat.25:5"
"Mat.25:6","Mat.25:6"
"Mat.25:7","Mat.25:7"
"Mat.25:8","Mat.25:8"
"Mat.25:9","Mat.25:9"
"Mat.25:10","Mat.25:10"
"Mat.25:11","Mat.25:11"
"Mat.25:12","Mat.25:12"
"Mat.25:13","Mat.25:13"
"Mat.25:14","Mat.25:14"
"Mat.25:15","Mat.25:15"
"Mat.25:16","Mat.25:16"
"Mat.25:17","Mat.25:17"
"Mat.25:18","Mat.25:18"
"Mat.25:19","Mat.25:19"
"Mat.25:20","Mat.25:20"
"Mat.25:21","Mat.25:21"
"Mat.25:22","Mat.25:22"
"Mat.25:23","Mat.25:23"
"Mat.25:24","Mat.25:24"
"Mat.25:25","Mat.25:25"
"Mat.25:26","Mat.25:26"
"Mat.25:27","Mat.25:27"
"Mat.25:28","Mat.25:28"
"Mat.25:29","Mat.25:29"
"Mat.25:30","Mat.25:30"
"Mat.25:31","Mat.25:31"
"Mat.25:32","Mat.25:32"
"Mat.25:33","Mat.25:33"
"Mat.25:34","Mat.25:34"
"Mat.25:35","Mat.25:35"
"Mat.25:36","Mat.25:36"
"Mat.25:37","Mat.25:37"
"Mat.25:38","Mat.25:38"
"Mat.25:39","Mat.25:39"
"Mat.25:40","Mat.25:40"
"Mat.25:41","Mat.25:41"
"Mat.25:42","Mat.25:42"
"Mat.25:43","Mat.25:43"
"Mat.25:44","Mat.25:44"
"Mat.25:45","Mat.25:45"
"Mat.25:46","Mat.25:46"
"Mat.26:1","Mat.26:1"
"Mat.26:2","Mat.26:2"
"Mat.26:3","Mat.26:3"
"Mat.26:4","Mat.26:4"
"Mat.26:5","Mat.26:5"
"Mat.26:6","Mat.26:6"
"Mat.26:7","Mat.26:7"
"Mat.26:8","Mat.26:8"
"Mat.26:9","Mat.26:9"
"Mat.26:10","Mat.26:10"
"Mat.26:11","Mat.26:11"
"Mat.26:12","Mat.26:12"
"Mat.26:13","Mat.26:13"
"Mat.26:14","Mat.26:14"
"Mat.26:15","Mat.26:15"
"Mat.26:16","Mat.26:16"
"Mat.26:17","Mat.26:17"
"Mat.26:18","Mat.26:18"
"Mat.26:19","Mat.26:19"
"Mat.26:20","Mat.26:20"
"Mat.26:21","Mat.26:21"
"Mat.26:22","Mat.26:22"
"Mat.26:23","Mat.26:23"
"Mat.26:24","Mat.26:24"
"Mat.26:25","Mat.26:25"
"Mat.26:26","Mat.26:26"
"Mat.26:27","Mat.26:27"
"Mat.26:28","Mat.26:28"
"Mat.26:29","Mat.26:29"
"Mat.26:30","Mat.26:30"
"Mat.26:31","Mat.26:31"
"Mat.26:32","Mat.26:32"
"Mat.26:33","Mat.26:33"
"Mat.26:34","Mat.26:34"
"Mat.26:35","Mat.26:35"
"Mat.26:36","Mat.26:36"
"Mat.26:37","Mat.26:37"
"Mat.26:38","Mat.26:38"
"Mat.26:39","Mat.26:39"
"Mat.26:40","Mat.26:40"
"Mat.26:41","Mat.26:41"
"Mat.26:42","Mat.26:42"
"Mat.26:43","Mat.26:43"
"Mat.26:44","Mat.26:44"
"Mat.26:45","Mat.26:45"
"Mat.26:46","Mat.26:46"
"Mat.26:47","Mat.26:47"
"Mat.26:48","Mat.26:48"
"Mat.26:49","Mat.26:49"
"Mat.26:50","Mat.26:50"
"Mat.26:51","Mat.26:51"
"Mat.26:52","Mat.26:52"
"Mat.26:53","Mat.26:53"
"Mat.26:54","Mat.26:54"
"Mat.26:55","Mat.26:55"
"Mat.26:56","Mat.26:56"
"Mat.26:57","Mat.26:57"
"Mat.26:58","Mat.26:58"
"Mat.26:59","Mat.26:59"
"Mat.26:60","Mat.26:60"
"Mat.26:61","Mat.26:61"
"Mat.26:62","Mat.26:62"
"Mat.26:63","Mat.26:63"
"Mat.26:64","Mat.26:64"
"Mat.26:65","Mat.26:65"
"Mat.26:66","Mat.26:66"
"Mat.26:67","Mat.26:67"
"Mat.26:68","Mat.26:68"
"Mat.26:69","Mat.26:69"
"Mat.26:70","Mat.26:70"
"Mat.26:71","Mat.26:71"
"Mat.26:72","Mat.26:72"
"Mat.26:73","Mat.26:73"
"Mat.26:74","Mat.26:74"
"Mat.26:75","Mat.26:75"
"Mat.27:1","Mat.27:1"
"Mat.27:2","Mat.27:2"
"Mat.27:3","Mat.27:3"
"Mat.27:4","Mat.27:4"
"Mat.27:5","Mat.27:5"
"Mat.27:6","Mat.27:6"
"Mat.27:7","Mat.27:7"
"Mat.27:8","Mat.27:8"
"Mat.27:9","Mat.27:9"
"Mat.27:10","Mat.27:10"
"Mat.27:11","Mat.27:11"
"Mat.27:12","Mat.27:12"
"Mat.27:13","Mat.27:13"
"Mat.27:14","Mat.27:14"
"Mat.27:15","Mat.27:15"
"Mat.27:16","Mat.27:16"
"Mat.27:17","Mat.27:17"
"Mat.27:18","Mat.27:18"
"Mat.27:19","Mat.27:19"
"Mat.27:20","Mat.27:20"
"Mat.27:21","Mat.27:21"
"Mat.27:22","Mat.27:22"
"Mat.27:23","Mat.27:23"
"Mat.27:24","Mat.27:24"
"Mat.27:25","Mat.27:25"
"Mat.27:26","Mat.27:26"
"Mat.27:27","Mat.27:27"
"Mat.27:28","Mat.27:28"
"Mat.27:29","Mat.27:29"
"Mat.27:30","Mat.27:30"
"Mat.27:31","Mat.27:31"
"Mat.27:32","Mat.27:32"
"Mat.27:33","Mat.27:33"
"Mat.27:34","Mat.27:34"
"Mat.27:35","Mat.27:35"
"Mat.27:36","Mat.27:36"
"Mat.27:37","Mat.27:37"
"Mat.27:38","Mat.27:38"
"Mat.27:39","Mat.27:39"
"Mat.27:40","Mat.27:40"
"Mat.27:41","Mat.27:41"
"Mat.27:42","Mat.27:42"
"Mat.27:43","Mat.27:43"
"Mat.27:44","Mat.27:44"
"Mat.27:45","Mat.27:45"
"Mat.27:46","Mat.27:46"
"Mat.27:47","Mat.27:47"
"Mat.27:48","Mat.27:48"
"Mat.27:49","Mat.27:49"
"Mat.27:50","Mat.27:50"
"Mat.27:51","Mat.27:51"
"Mat.27:52","Mat.27:52"
"Mat.27:53","Mat.27:53"
"Mat.27:54","Mat.27:54"
"Mat.27:55","Mat.27:55"
"Mat.27:56","Mat.27:56"
"Mat.27:57","Mat.27:57"
"Mat.27:58","Mat.27:58"
"Mat.27:59","Mat.27:59"
"Mat.27:60","Mat.27:60"
"Mat.27:61","Mat.27:61"
"Mat.27:62","Mat.27:62"
"Mat.27:63","Mat.27:63"
"Mat.27:64","Mat.27:64"
"Mat.27:65","Mat.27:65"
"Mat.27:66","Mat.27:66"
"Mat.28:1","Mat.28:1"
"Mat.28:2","Mat.28:2"
"Mat.28:3","Mat.28:3"
"Mat.28:4","Mat.28:4"
"Mat.28:5","Mat.28:5"
"Mat.28:6","Mat.28:6"
"Mat.28:7","Mat.28:7"
"Mat.28:8","Mat.28:8"
"Mat.28:9","Mat.28:9"
"Mat.28:10","Mat.28:10"
"Mat.28:11","Mat.28:11"
"Mat.28:12","Mat.28:12"
"Mat.28:13","Mat.28:13"
"Mat.28:14","Mat.28:14"
"Mat.28:15","Mat.28:15"
"Mat.28:16","Mat.28:16"
"Mat.28:17","Mat.28:17"
"Mat.28:18","Mat.28:18"
"Mat.28:19","Mat.28:19"
"Mat.28:20","Mat.28:20"
"Mark",":"
"Mrk.1:1","Mrk.1:1"
"Mrk.1:2","Mrk.1:2"
"Mrk.1:3","Mrk.1:3"
"Mrk.1:4","Mrk.1:4"
"Mrk.1:5","Mrk.1:5"
"Mrk.1:6","Mrk.1:6"
"Mrk.1:7","Mrk.1:7"
"Mrk.1:8","Mrk.1:8"
"Mrk.1:9","Mrk.1:9"
"Mrk.1:10","Mrk.1:10"
"Mrk.1:11","Mrk.1:11"
"Mrk.1:12","Mrk.1:12"
"Mrk.1:13","Mrk.1:13"
"Mrk.1:14","Mrk.1:14"
"Mrk.1:15","Mrk.1:15"
"Mrk.1:16","Mrk.1:16"
"Mrk.1:17","Mrk.1:17"
"Mrk.1:18","Mrk.1:18"
"Mrk.1:19","Mrk.1:19"
"Mrk.1:20","Mrk.1:20"
"Mrk.1:21","Mrk.1:21"
"Mrk.1:22","Mrk.1:22"
"Mrk.1:23","Mrk.1:23"
"Mrk.1:24","Mrk.1:24"
"Mrk.1:25","Mrk.1:25"
"Mrk.1:26","Mrk.1:26"
"Mrk.1:27","Mrk.1:27"
"Mrk.1:28","Mrk.1:28"
"Mrk.1:29","Mrk.1:29"
"Mrk.1:30","Mrk.1:30"
"Mrk.1:31","Mrk.1:31"
"Mrk.1:32","Mrk.1:32"
"Mrk.1:33","Mrk.1:33"
"Mrk.1:34","Mrk.1:34"
"Mrk.1:35","Mrk.1:35"
"Mrk.1:36","Mrk.1:36"
"Mrk.1:37","Mrk.1:37"
"Mrk.1:38","Mrk.1:38"
"Mrk.1:39","Mrk.1:39"
"Mrk.1:40","Mrk.1:40"
"Mrk.1:41","Mrk.1:41"
"Mrk.1:42","Mrk.1:42"
"Mrk.1:43","Mrk.1:43"
"Mrk.1:44","Mrk.1:44"
"Mrk.1:45","Mrk.1:45"
"Mrk.2:1","Mrk.2:1"
"Mrk.2:2","Mrk.2:2"
"Mrk.2:3","Mrk.2:3"
"Mrk.2:4","Mrk.2:4"
"Mrk.2:5","Mrk.2:5"
"Mrk.2:6","Mrk.2:6"
"Mrk.2:7","Mrk.2:7"
"Mrk.2:8","Mrk.2:8"
"Mrk.2:9","Mrk.2:9"
"Mrk.2:10","Mrk.2:10"
"Mrk.2:11","Mrk.2:11"
"Mrk.2:12","Mrk.2:12"
"Mrk.2:13","Mrk.2:13"
"Mrk.2:14","Mrk.2:14"
"Mrk.2:15","Mrk.2:15"
"Mrk.2:16","Mrk.2:16"
"Mrk.2:17","Mrk.2:17"
"Mrk.2:18","Mrk.2:18"
"Mrk.2:19","Mrk.2:19"
"Mrk.2:20","Mrk.2:20"
"Mrk.2:21","Mrk.2:21"
"Mrk.2:22","Mrk.2:22"
"Mrk.2:23","Mrk.2:23"
"Mrk.2:24","Mrk.2:24"
"Mrk.2:25","Mrk.2:25"
"Mrk.2:26","Mrk.2:26"
"Mrk.2:27","Mrk.2:27"
"Mrk.2:28","Mrk.2:28"
"Mrk.3:1","Mrk.3:1"
"Mrk.3:2","Mrk.3:2"
"Mrk.3:3","Mrk.3:3"
"Mrk.3:4","Mrk.3:4"
"Mrk.3:5","Mrk.3:5"
"Mrk.3:6","Mrk.3:6"
"Mrk.3:7","Mrk.3:7"
"Mrk.3:8","Mrk.3:8"
"Mrk.3:9","Mrk.3:9"
"Mrk.3:10","Mrk.3:10"
"Mrk.3:11","Mrk.3:11"
"Mrk.3:12","Mrk.3:12"
"Mrk.3:13","Mrk.3:13"
"Mrk.3:14","Mrk.3:14"
"Mrk.3:15","Mrk.3:15"
"Mrk.3:16","Mrk.3:16"
"Mrk.3:17","Mrk.3:17"
"Mrk.3:18","Mrk.3:18"
"Mrk.3:19","Mrk.3:19"
"Mrk.3:20","Mrk.3:20"
"Mrk.3:21","Mrk.3:21"
"Mrk.3:22","Mrk.3:22"
"Mrk.3:23","Mrk.3:23"
"Mrk.3:24","Mrk.3:24"
"Mrk.3:25","Mrk.3:25"
"Mrk.3:26","Mrk.3:26"
"Mrk.3:27","Mrk.3:27"
"Mrk.3:28","Mrk.3:28"
"Mrk.3:29","Mrk.3:29"
"Mrk.3:30","Mrk.3:30"
"Mrk.3:31","Mrk.3:31"
"Mrk.3:32","Mrk.3:32"
"Mrk.3:33","Mrk.3:33"
"Mrk.3:34","Mrk.3:34"
"Mrk.3:35","Mrk.3:35"
"Mrk.4:1","Mrk.4:1"
"Mrk.4:2","Mrk.4:2"
"Mrk.4:3","Mrk.4:3"
"Mrk.4:4","Mrk.4:4"
"Mrk.4:5","Mrk.4:5"
"Mrk.4:6","Mrk.4:6"
"Mrk.4:7","Mrk.4:7"
"Mrk.4:8","Mrk.4:8"
"Mrk.4:9","Mrk.4:9"
"Mrk.4:10","Mrk.4:10"
"Mrk.4:11","Mrk.4:11"
"Mrk.4:12","Mrk.4:12"
"Mrk.4:13","Mrk.4:13"
"Mrk.4:14","Mrk.4:14"
"Mrk.4:15","Mrk.4:15"
"Mrk.4:16","Mrk.4:16"
"Mrk.4:17","Mrk.4:17"
"Mrk.4:18","Mrk.4:18"
"Mrk.4:19","Mrk.4:19"
"Mrk.4:20","Mrk.4:20"
"Mrk.4:21","Mrk.4:21"
"Mrk.4:22","Mrk.4:22"
"Mrk.4:23","Mrk.4:23"
"Mrk.4:24","Mrk.4:24"
"Mrk.4:25","Mrk.4:25"
"Mrk.4:26","Mrk.4:26"
"Mrk.4:27","Mrk.4:27"
"Mrk.4:28","Mrk.4:28"
"Mrk.4:29","Mrk.4:29"
"Mrk.4:30","Mrk.4:30"
"Mrk.4:31","Mrk.4:31"
"Mrk.4:32","Mrk.4:32"
"Mrk.4:33","Mrk.4:33"
"Mrk.4:34","Mrk.4:34"
"Mrk.4:35","Mrk.4:35"
"Mrk.4:36","Mrk.4:36"
"Mrk.4:37","Mrk.4:37"
"Mrk.4:38","Mrk.4:38"
"Mrk.4:39","Mrk.4:39"
"Mrk.4:40","Mrk.4:40"
"Mrk.4:41","Mrk.4:41"
"Mrk.5:1","Mrk.5:1"
"Mrk.5:2","Mrk.5:2"
"Mrk.5:3","Mrk.5:3"
"Mrk.5:4","Mrk.5:4"
"Mrk.5:5","Mrk.5:5"
"Mrk.5:6","Mrk.5:6"
"Mrk.5:7","Mrk.5:7"
"Mrk.5:8","Mrk.5:8"
"Mrk.5:9","Mrk.5:9"
"Mrk.5:10","Mrk.5:10"
"Mrk.5:11","Mrk.5:11"
"Mrk.5:12","Mrk.5:12"
"Mrk.5:13","Mrk.5:13"
"Mrk.5:14","Mrk.5:14"
"Mrk.5:15","Mrk.5:15"
"Mrk.5:16","Mrk.5:16"
"Mrk.5:17","Mrk.5:17"
"Mrk.5:18","Mrk.5:18"
"Mrk.5:19","Mrk.5:19"
"Mrk.5:20","Mrk.5:20"
"Mrk.5:21","Mrk.5:21"
"Mrk.5:22","Mrk.5:22"
"Mrk.5:23","Mrk.5:23"
"Mrk.5:24","Mrk.5:24"
"Mrk.5:25","Mrk.5:25"
"Mrk.5:26","Mrk.5:26"
"Mrk.5:27","Mrk.5:27"
"Mrk.5:28","Mrk.5:28"
"Mrk.5:29","Mrk.5:29"
"Mrk.5:30","Mrk.5:30"
"Mrk.5:31","Mrk.5:31"
"Mrk.5:32","Mrk.5:32"
"Mrk.5:33","Mrk.5:33"
"Mrk.5:34","Mrk.5:34"
"Mrk.5:35","Mrk.5:35"
"Mrk.5:36","Mrk.5:36"
"Mrk.5:37","Mrk.5:37"
"Mrk.5:38","Mrk.5:38"
"Mrk.5:39","Mrk.5:39"
"Mrk.5:40","Mrk.5:40"
"Mrk.5:41","Mrk.5:41"
"Mrk.5:42","Mrk.5:42"
"Mrk.5:43","Mrk.5:43"
"Mrk.6:1","Mrk.6:1"
"Mrk.6:2","Mrk.6:2"
"Mrk.6:3","Mrk.6:3"
"Mrk.6:4","Mrk.6:4"
"Mrk.6:5","Mrk.6:5"
"Mrk.6:6","Mrk.6:6"
"Mrk.6:7","Mrk.6:7"
"Mrk.6:8","Mrk.6:8"
"Mrk.6:9","Mrk.6:9"
"Mrk.6:10","Mrk.6:10"
"Mrk.6:11","Mrk.6:11"
"Mrk.6:12","Mrk.6:12"
"Mrk.6:13","Mrk.6:13"
"Mrk.6:14","Mrk.6:14"
"Mrk.6:15","Mrk.6:15"
"Mrk.6:16","Mrk.6:16"
"Mrk.6:17","Mrk.6:17"
"Mrk.6:18","Mrk.6:18"
"Mrk.6:19","Mrk.6:19"
"Mrk.6:20","Mrk.6:20"
"Mrk.6:21","Mrk.6:21"
"Mrk.6:22","Mrk.6:22"
"Mrk.6:23","Mrk.6:23"
"Mrk.6:24","Mrk.6:24"
"Mrk.6:25","Mrk.6:25"
"Mrk.6:26","Mrk.6:26"
"Mrk.6:27","Mrk.6:27"
"Mrk.6:28","Mrk.6:28"
"Mrk.6:29","Mrk.6:29"
"Mrk.6:30","Mrk.6:30"
"Mrk.6:31","Mrk.6:31"
"Mrk.6:32","Mrk.6:32"
"Mrk.6:33","Mrk.6:33"
"Mrk.6:34","Mrk.6:34"
"Mrk.6:35","Mrk.6:35"
"Mrk.6:36","Mrk.6:36"
"Mrk.6:37","Mrk.6:37"
"Mrk.6:38","Mrk.6:38"
"Mrk.6:39","Mrk.6:39"
"Mrk.6:40","Mrk.6:40"
"Mrk.6:41","Mrk.6:41"
"Mrk.6:42","Mrk.6:42"
"Mrk.6:43","Mrk.6:43"
"Mrk.6:44","Mrk.6:44"
"Mrk.6:45","Mrk.6:45"
"Mrk.6:46","Mrk.6:46"
"Mrk.6:47","Mrk.6:47"
"Mrk.6:48","Mrk.6:48"
"Mrk.6:49","Mrk.6:49"
"Mrk.6:50","Mrk.6:50"
"Mrk.6:51","Mrk.6:51"
"Mrk.6:52","Mrk.6:52"
"Mrk.6:53","Mrk.6:53"
"Mrk.6:54","Mrk.6:54"
"Mrk.6:55","Mrk.6:55"
"Mrk.6:56","Mrk.6:56"
"Mrk.7:1","Mrk.7:1"
"Mrk.7:2","Mrk.7:2"
"Mrk.7:3","Mrk.7:3"
"Mrk.7:4","Mrk.7:4"
"Mrk.7:5","Mrk.7:5"
"Mrk.7:6","Mrk.7:6"
"Mrk.7:7","Mrk.7:7"
"Mrk.7:8","Mrk.7:8"
"Mrk.7:9","Mrk.7:9"
"Mrk.7:10","Mrk.7:10"
"Mrk.7:11","Mrk.7:11"
"Mrk.7:12","Mrk.7:12"
"Mrk.7:13","Mrk.7:13"
"Mrk.7:14","Mrk.7:14"
"Mrk.7:15","Mrk.7:15"
"Mrk.7:16","Mrk.7:16"
"Mrk.7:17","Mrk.7:17"
"Mrk.7:18","Mrk.7:18"
"Mrk.7:19","Mrk.7:19"
"Mrk.7:20","Mrk.7:20"
"Mrk.7:21","Mrk.7:21"
"Mrk.7:22","Mrk.7:22"
"Mrk.7:23","Mrk.7:23"
"Mrk.7:24","Mrk.7:24"
"Mrk.7:25","Mrk.7:25"
"Mrk.7:26","Mrk.7:26"
"Mrk.7:27","Mrk.7:27"
"Mrk.7:28","Mrk.7:28"
"Mrk.7:29","Mrk.7:29"
"Mrk.7:30","Mrk.7:30"
"Mrk.7:31","Mrk.7:31"
"Mrk.7:32","Mrk.7:32"
"Mrk.7:33","Mrk.7:33"
"Mrk.7:34","Mrk.7:34"
"Mrk.7:35","Mrk.7:35"
"Mrk.7:36","Mrk.7:36"
"Mrk.7:37","Mrk.7:37"
"Mrk.8:1","Mrk.8:1"
"Mrk.8:2","Mrk.8:2"
"Mrk.8:3","Mrk.8:3"
"Mrk.8:4","Mrk.8:4"
"Mrk.8:5","Mrk.8:5"
"Mrk.8:6","Mrk.8:6"
"Mrk.8:7","Mrk.8:7"
"Mrk.8:8","Mrk.8:8"
"Mrk.8:9","Mrk.8:9"
"Mrk.8:10","Mrk.8:10"
"Mrk.8:11","Mrk.8:11"
"Mrk.8:12","Mrk.8:12"
"Mrk.8:13","Mrk.8:13"
"Mrk.8:14","Mrk.8:14"
"Mrk.8:15","Mrk.8:15"
"Mrk.8:16","Mrk.8:16"
"Mrk.8:17","Mrk.8:17"
"Mrk.8:18","Mrk.8:18"
"Mrk.8:19","Mrk.8:19"
"Mrk.8:20","Mrk.8:20"
"Mrk.8:21","Mrk.8:21"
"Mrk.8:22","Mrk.8:22"
"Mrk.8:23","Mrk.8:23"
"Mrk.8:24","Mrk.8:24"
"Mrk.8:25","Mrk.8:25"
"Mrk.8:26","Mrk.8:26"
"Mrk.8:27","Mrk.8:27"
"Mrk.8:28","Mrk.8:28"
"Mrk.8:29","Mrk.8:29"
"Mrk.8:30","Mrk.8:30"
"Mrk.8:31","Mrk.8:31"
"Mrk.8:32","Mrk.8:32"
"Mrk.8:33","Mrk.8:33"
"Mrk.8:34","Mrk.8:34"
"Mrk.8:35","Mrk.8:35"
"Mrk.8:36","Mrk.8:36"
"Mrk.8:37","Mrk.8:37"
"Mrk.8:38","Mrk.8:38"
"Mrk.9:1","Mrk.9:1"
"Mrk.9:2","Mrk.9:2"
"Mrk.9:3","Mrk.9:3"
"Mrk.9:4","Mrk.9:4"
"Mrk.9:5","Mrk.9:5"
"Mrk.9:6","Mrk.9:6"
"Mrk.9:7","Mrk.9:7"
"Mrk.9:8","Mrk.9:8"
"Mrk.9:9","Mrk.9:9"
"Mrk.9:10","Mrk.9:10"
"Mrk.9:11","Mrk.9:11"
"Mrk.9:12","Mrk.9:12"
"Mrk.9:13","Mrk.9:13"
"Mrk.9:14","Mrk.9:14"
"Mrk.9:15","Mrk.9:15"
"Mrk.9:16","Mrk.9:16"
"Mrk.9:17","Mrk.9:17"
"Mrk.9:18","Mrk.9:18"
"Mrk.9:19","Mrk.9:19"
"Mrk.9:20","Mrk.9:20"
"Mrk.9:21","Mrk.9:21"
"Mrk.9:22","Mrk.9:22"
"Mrk.9:23","Mrk.9:23"
"Mrk.9:24","Mrk.9:24"
"Mrk.9:25","Mrk.9:25"
"Mrk.9:26","Mrk.9:26"
"Mrk.9:27","Mrk.9:27"
"Mrk.9:28","Mrk.9:28"
"Mrk.9:29","Mrk.9:29"
"Mrk.9:30","Mrk.9:30"
"Mrk.9:31","Mrk.9:31"
"Mrk.9:32","Mrk.9:32"
"Mrk.9:33","Mrk.9:33"
"Mrk.9:34","Mrk.9:34"
"Mrk.9:35","Mrk.9:35"
"Mrk.9:36","Mrk.9:36"
"Mrk.9:37","Mrk.9:37"
"Mrk.9:38","Mrk.9:38"
"Mrk.9:39","Mrk.9:39"
"Mrk.9:40","Mrk.9:40"
"Mrk.9:41","Mrk.9:41"
"Mrk.9:42","Mrk.9:42"
"Mrk.9:43","Mrk.9:43"
"Mrk.9:44","Mrk.9:44"
"Mrk.9:45","Mrk.9:45"
"Mrk.9:46","Mrk.9:46"
"Mrk.9:47","Mrk.9:47"
"Mrk.9:48","Mrk.9:48"
"Mrk.9:49","Mrk.9:49"
"Mrk.9:50","Mrk.9:50"
"Mrk.10:1","Mrk.10:1"
"Mrk.10:2","Mrk.10:2"
"Mrk.10:3","Mrk.10:3"
"Mrk.10:4","Mrk.10:4"
"Mrk.10:5","Mrk.10:5"
"Mrk.10:6","Mrk.10:6"
"Mrk.10:7","Mrk.10:7"
"Mrk.10:8","Mrk.10:8"
"Mrk.10:9","Mrk.10:9"
"Mrk.10:10","Mrk.10:10"
"Mrk.10:11","Mrk.10:11"
"Mrk.10:12","Mrk.10:12"
"Mrk.10:13","Mrk.10:13"
"Mrk.10:14","Mrk.10:14"
"Mrk.10:15","Mrk.10:15"
"Mrk.10:16","Mrk.10:16"
"Mrk.10:17","Mrk.10:17"
"Mrk.10:18","Mrk.10:18"
"Mrk.10:19","Mrk.10:19"
"Mrk.10:20","Mrk.10:20"
"Mrk.10:21","Mrk.10:21"
"Mrk.10:22","Mrk.10:22"
"Mrk.10:23","Mrk.10:23"
"Mrk.10:24","Mrk.10:24"
"Mrk.10:25","Mrk.10:25"
"Mrk.10:26","Mrk.10:26"
"Mrk.10:27","Mrk.10:27"
"Mrk.10:28","Mrk.10:28"
"Mrk.10:29","Mrk.10:29"
"Mrk.10:30","Mrk.10:30"
"Mrk.10:31","Mrk.10:31"
"Mrk.10:32","Mrk.10:32"
"Mrk.10:33","Mrk.10:33"
"Mrk.10:34","Mrk.10:34"
"Mrk.10:35","Mrk.10:35"
"Mrk.10:36","Mrk.10:36"
"Mrk.10:37","Mrk.10:37"
"Mrk.10:38","Mrk.10:38"
"Mrk.10:39","Mrk.10:39"
"Mrk.10:40","Mrk.10:40"
"Mrk.10:41","Mrk.10:41"
"Mrk.10:42","Mrk.10:42"
"Mrk.10:43","Mrk.10:43"
"Mrk.10:44","Mrk.10:44"
"Mrk.10:45","Mrk.10:45"
"Mrk.10:46","Mrk.10:46"
"Mrk.10:47","Mrk.10:47"
"Mrk.10:48","Mrk.10:48"
"Mrk.10:49","Mrk.10:49"
"Mrk.10:50","Mrk.10:50"
"Mrk.10:51","Mrk.10:51"
"Mrk.10:52","Mrk.10:52"
"Mrk.11:1","Mrk.11:1"
"Mrk.11:2","Mrk.11:2"
"Mrk.11:3","Mrk.11:3"
"Mrk.11:4","Mrk.11:4"
"Mrk.11:5","Mrk.11:5"
"Mrk.11:6","Mrk.11:6"
"Mrk.11:7","Mrk.11:7"
"Mrk.11:8","Mrk.11:8"
